Reason,Category,Transaction_ID,Date,Time
Ajwain (Carom Seeds) Purchase,Daily & Household Expenses,RDOZABDKDF,02-05-2024,05:36:36
Hing (Asafoetida) Purchase,Daily & Household Expenses,WIDE3ESTU1,27-01-2025,08:54:19
Black Pepper Purchase,Daily & Household Expenses,JV4Y0120TP,29-10-2024,09:46:54
Garam Masala Purchase,Daily & Household Expenses,Q07KTYJD5O,27-02-2024,16:14:22
Pav Bhaji Masala Purchase,Daily & Household Expenses,GTV8781A2X,07-02-2025,21:59:12
Curry Leaves Purchase,Daily & Household Expenses,WCSFW8I5F5,11-10-2024,08:42:09
Cloves & Cardamom Purchase,Daily & Household Expenses,91MKI6UUF9,17-06-2024,18:30:12
Aloo (Potato) Purchase,Daily & Household Expenses,FOLB6YAIY6,22-03-2024,13:35:15
Onion & Garlic Purchase,Daily & Household Expenses,MQKSGEQOJ8,22-01-2025,00:47:26
Tomato Purchase,Daily & Household Expenses,CB8Y68NMJZ,22-03-2024,08:37:08
Green Chili Purchase,Daily & Household Expenses,09BUR2BO6U,17-02-2024,15:29:13
Brinjal (Baingan) Purchase,Daily & Household Expenses,3GM2HHPN5W,02-05-2024,14:27:36
Bhindi (Lady Finger) Purchase,Daily & Household Expenses,KY4D917LF6,08-12-2024,20:22:52
Seasonal Fruits Purchase,Daily & Household Expenses,0PCNBM0PJJ,27-02-2024,01:19:49
Cow Milk Purchase,Daily & Household Expenses,PMYPMGNKHP,17-12-2024,11:27:13
Buffalo Milk Purchase,Daily & Household Expenses,DOY5YYJE3G,21-08-2024,06:07:13
Paneer Purchase,Daily & Household Expenses,KW1T0ZTBQ3,19-03-2024,01:05:05
Curd/Dahi Purchase,Daily & Household Expenses,GKD7SU2MS3,29-06-2024,17:35:34
Buttermilk (Chaas) Purchase,Daily & Household Expenses,XI7H9188LI,11-10-2024,04:34:56
Ghee Purchase,Daily & Household Expenses,EQV2M7ZMNZ,16-09-2024,18:43:05
"Namkeen (Haldiram, Balaji, etc.) Purchase",Daily & Household Expenses,Z3JF3RPQ36,07-09-2024,02:29:53
Mixture & Bhujia Purchase,Daily & Household Expenses,32HC5CSO2L,17-06-2024,10:52:50
Banana Chips Purchase,Daily & Household Expenses,8KQDX4HWF5,20-04-2024,08:24:31
Kaju Katli Purchase,Daily & Household Expenses,HQ44NJUU2O,09-06-2024,01:28:54
Jaggery (Gur) Purchase,Daily & Household Expenses,Z0VFZR61WZ,20-03-2024,19:51:46
Mustard Oil Purchase,Daily & Household Expenses,RL7KM2AYIK,13-08-2024,04:38:37
Sunflower Oil Purchase,Daily & Household Expenses,M0QFRS53JK,18-08-2024,13:52:34
Groundnut Oil Purchase,Daily & Household Expenses,A1W0UZ8GW0,08-03-2024,06:09:36
Coconut Oil Purchase,Daily & Household Expenses,IYYKYI0KPL,09-08-2024,21:29:16
Indian Tea (Chai Patti) Purchase,Daily & Household Expenses,LH7UPV2NL4,10-06-2024,11:50:25
Coffee Powder Purchase,Daily & Household Expenses,AWDCC7UMDI,01-08-2024,17:55:05
Green Tea Purchase,Daily & Household Expenses,CF78D9TKZA,03-05-2024,02:08:55
Instant Coffee Purchase,Daily & Household Expenses,W47JV8UN4M,25-11-2024,09:48:41
Bournvita/Horlicks Purchase,Daily & Household Expenses,AQF2SQYOIT,23-02-2024,02:55:46
Agarbatti (Incense Sticks) Purchase,Daily & Household Expenses,Z7SUM9Q8PF,22-05-2024,16:56:35
Camphor (Kapoor) Purchase,Daily & Household Expenses,3A7X27A4P1,29-08-2024,12:51:40
Puja Flowers & Garland Purchase,Daily & Household Expenses,U4C5D5HGCZ,27-12-2024,20:37:11
hackathon,Education & Learning,RD5D6HGLZP,09-04-2024,15:25:03
HACK-N-DROID,Education & Learning,P8D7D0HJKL,09-12-2024,10:38:33
Hackhub,Education & Learning,H8N7D0H8OA,16-06-2024,15:01:29
Netflix subscription,Entertainment & Leisure,Z0VFZR61WZ,06-08-2024,16:15:11
Amazon Prime Video subscription,Entertainment & Leisure,X8PLM23KYA,09-08-2024,22:22:46
Disney+ Hotstar VIP/Premium subscription,Entertainment & Leisure,G4TYQ79BSD,02-02-2025,13:30:58
JioCinema Premium subscription,Entertainment & Leisure,J5WCN82TVX,12-07-2024,02:16:53
SonyLIV subscription,Entertainment & Leisure,K2BLX56MNV,17-04-2024,12:07:00
ZEE5 subscription,Entertainment & Leisure,Q1HTZ48PFL,30-07-2024,11:43:05
ALTBalaji subscription,Entertainment & Leisure,R9MKD37XWY,13-03-2024,00:19:13
Voot Select subscription,Entertainment & Leisure,U7LBC94TDX,24-09-2024,12:43:15
Spotify Premium subscription,Entertainment & Leisure,M3PVZ62LQK,04-11-2024,16:26:16
YouTube Music Premium,Entertainment & Leisure,V5TRX81BJN,06-04-2024,09:53:55
BGMI,Entertainment & Leisure,R5TVX81BJN,28-04-2024,06:30:36
Dream11,Entertainment & Leisure,R5TKX919JY,22-01-2025,19:10:48
Stake,Entertainment & Leisure,RIDD151544,02-12-2024,03:11:07
PlayStation,Entertainment & Leisure,R8C6D6CVDF,09-09-2024,14:23:10
Xbox,Entertainment & Leisure,MVP78VDW23,01-09-2024,13:57:15
BookMyShow,Entertainment & Leisure,45CR4FF5FW,10-06-2024,16:06:41
IPL / Cricket match tickets,Entertainment & Leisure,K2YBZL84NP,15-11-2024,07:06:14
INOX,Entertainment & Leisure,S5WKMJ91XP,28-05-2024,22:40:52
PVR,Entertainment & Leisure,A9XPLZ73KD,23-05-2024,23:43:25
Cinepolis,Entertainment & Leisure,B3YTRM82VQ,25-08-2024,02:04:02
Concert,Entertainment & Leisure,C7MWKX56LJ,26-09-2024,12:53:41
Imagicaa Amusement Park entry,Entertainment & Leisure,D2LQPZ48HT,23-11-2024,03:13:25
Ramoji Film City tour tickets,Entertainment & Leisure,E5JNXB91TV,29-11-2024,12:11:14
Goa casino entry fees,Entertainment & Leisure,F8KMRY62WL,12-09-2024,07:21:45
Sula Vineyard tour tickets,Entertainment & Leisure,G1TQZC73XP,27-05-2024,01:31:54
Trip,Entertainment & Leisure,H4VPLM89JD,21-07-2024,23:14:25
Dinner at Taj Mahal Palace,Entertainment & Leisure,J5WCN82TVX,16-02-2024,07:13:28
Entry to Sunburn Music Festival,Entertainment & Leisure,K2BLX56MNV,30-05-2024,13:10:03
Goa beach shack party,Entertainment & Leisure,Q1HTZ48PFL,09-12-2024,20:09:56
Tickets for RCB vs CSK IPL match,Entertainment & Leisure,R9MKD37XWY,28-07-2024,21:52:22
"Dinner at Bukhara, ITC Maurya",Entertainment & Leisure,U7LBC94TDX,28-05-2024,20:28:30
Trip to Jim Corbett National Park,Entertainment & Leisure,M3PVZ62LQK,06-03-2024,06:51:59
"Visiting Marine Drive, Mumbai",Entertainment & Leisure,V5TRX81BJN,26-03-2024,06:56:32
Jungle safari at Ranthambore,Entertainment & Leisure,A9XPLZ73KD,26-06-2024,04:08:14
Ticket to Lollapalooza India concert,Entertainment & Leisure,B3YTRM82VQ,30-08-2024,01:43:30
"Dinner at Peter Cat, Kolkata",Entertainment & Leisure,C7MWKX56LJ,25-07-2024,16:41:17
Attended a Bollywood awards function,Entertainment & Leisure,D2LQPZ48HT,20-11-2024,22:09:24
"Trip to Ramoji Film City, Hyderabad",Entertainment & Leisure,E5JNXB91TV,04-11-2024,22:46:19
Visit to Kumbh Mela,Entertainment & Leisure,F8KMRY62WL,22-08-2024,22:47:16
Ticket for Lakme Fashion Week,Entertainment & Leisure,G1TQZC73XP,21-07-2024,18:09:05
"Sunset cruise at Mandovi River, Goa",Entertainment & Leisure,H4VPLM89JD,07-02-2025,00:24:20
"Party at Kitty Su, Delhi",Entertainment & Leisure,J9QXTR56MW,14-03-2024,16:40:37
Visit to Jaipur Literature Festival,Entertainment & Leisure,K2YBZL84NP,27-10-2024,03:05:22
Watching stand-up comedy at Canvas Laugh Club,Entertainment & Leisure,L5WKMJ73VT,03-09-2024,00:18:37
Trekking in Himachal Pradesh,Entertainment & Leisure,M8LQRY62XP,07-05-2024,06:31:34
Paragliding in Bir Billing,Entertainment & Leisure,N1TXPZ89WJ,08-03-2024,07:53:40
Visiting Akshardham Light Show,Entertainment & Leisure,P4VKMJ56QL,30-10-2024,22:57:00
Photography tour in Ladakh,Entertainment & Leisure,Q7YTRX82LW,19-01-2025,13:53:36
River rafting in Rishikesh,Entertainment & Leisure,R2LQZC73MN,11-05-2024,19:29:27
Yak safari in Sikkim,Entertainment & Leisure,S5WKMJ91XP,16-01-2025,23:10:40
"Dinner at Karim's, Old Delhi",Entertainment & Leisure,T8YBZL62QR,01-11-2024,08:02:48
Bike ride to Leh Ladakh,Entertainment & Leisure,U1TXPZ89MW,28-11-2024,22:31:02
Street food tour in Chandni Chowk,Entertainment & Leisure,V4LQRY73XJ,04-06-2024,22:17:55
Visit to Mysore Dasara festival,Entertainment & Leisure,W6TXPZ45MJ,08-03-2024,04:30:45
Watching live play at Prithvi Theatre,Entertainment & Leisure,X2YBZL97TP,03-08-2024,04:38:33
Elephant safari at Kaziranga,Entertainment & Leisure,Y3TXPZ56WL,07-08-2024,07:45:22
Attending NH7 Weekender Music Festival,Entertainment & Leisure,Z5YTRX83BL,23-08-2024,17:50:27
"Boating in Naini Lake, Nainital",Entertainment & Leisure,A7PLMZ42TV,20-11-2024,10:00:52
Visit to Bollywood Film Set,Entertainment & Leisure,B9YTRX61KM,25-01-2025,22:19:50
"Party at Soho House, Mumbai",Entertainment & Leisure,C4PLMZ82YT,05-06-2024,17:34:11
Watching Kabbadi Pro League Match,Entertainment & Leisure,D8TXPZ72YL,11-09-2024,19:41:23
"Ice-skating at DLF Mall, Noida",Entertainment & Leisure,E1YTRX53PM,06-06-2024,00:10:54
Exploring local markets in Jaipur,Entertainment & Leisure,F6PLMZ41TV,03-02-2025,08:20:17
Horse riding in Matheran,Entertainment & Leisure,G3YTRX62LP,01-01-2025,02:55:22
Dolphin spotting in Goa,Entertainment & Leisure,H9PLMZ82YT,28-08-2024,01:51:23
Attended Arijit Singh's live concert,Entertainment & Leisure,JX7PLM83TVY,03-03-2024,15:56:36
Helicopter ride over Mumbai skyline,Entertainment & Leisure,KQ5YTRX62PL,21-09-2024,11:13:48
Enjoyed a camel safari in Jaisalmer,Entertainment & Leisure,LT9PLMZ42KP,27-07-2024,22:24:44
Street performance at Connaught Place,Entertainment & Leisure,MZ3YTRX91WL,06-10-2024,03:32:53
Late-night drive on Marine Drive,Entertainment & Leisure,NB8PLMZ63XT,13-08-2024,04:31:58
Attended an Indian wedding function,Entertainment & Leisure,PQ6YTRX52LV,17-04-2024,16:52:17
Dinner cruise on the Ganges in Kolkata,Entertainment & Leisure,QW4PLMZ83XY,11-01-2025,05:06:40
Flew kites during Makar Sankranti,Entertainment & Leisure,RJ7YTRX74PL,02-05-2024,04:50:22
Hot air balloon ride in Jaipur,Entertainment & Leisure,SZ9PLMZ52TW,04-08-2024,04:04:15
"Played arcade games at Smaaash, Mumbai",Entertainment & Leisure,TX3YTRX81VP,09-01-2025,08:32:33
"Explored Elephanta Caves, Mumbai",Entertainment & Leisure,UQ6PLMZ42XL,08-05-2024,08:27:51
Visited India Gate & had street food,Entertainment & Leisure,VX8YTRX93WP,01-11-2024,07:15:31
"Had a picnic at Lodhi Garden, Delhi",Entertainment & Leisure,WZ5PLMZ61KQ,04-06-2024,15:27:23
Traditional Rajasthani dinner in Udaipur,Entertainment & Leisure,XQ7YTRX52PL,13-06-2024,00:35:30
"Watched sunrise at Tiger Hill, Darjeeling",Entertainment & Leisure,YW3PLMZ83TW,02-08-2024,00:49:49
Explored caves in Meghalaya,Entertainment & Leisure,ZZ9YTRX72LP,08-02-2025,07:01:33
Watched Ganga Aarti at Varanasi,Entertainment & Leisure,A3PLMZ61YWX,04-08-2024,22:05:12
Learned Bollywood dance in Mumbai,Entertainment & Leisure,BQ7YTRX52VP,16-12-2024,14:46:21
Did a pottery workshop in Jaipur,Entertainment & Leisure,CZ5PLMZ83WX,18-03-2024,16:00:52
Experienced the Rann Utsav in Kutch,Entertainment & Leisure,DZ7YTRX93PL,28-02-2024,15:37:42
Purchased Ayurvedic medicines from Patanjali,Health & Wellness,XJ7PLM83TVY,25-05-2024,03:18:26
Consulted a general physician at Apollo,Health & Wellness,KQ5YTRX62PL,22-11-2024,06:46:11
Bought BP and diabetes medicines,Health & Wellness,LT9PLMZ42KP,10-10-2024,04:51:16
Full-body health checkup at Max Hospital,Health & Wellness,MZ3YTRX91WL,23-07-2024,20:45:48
Dental checkup at Clove Dental,Health & Wellness,NB8PLMZ63XT,08-06-2024,22:24:45
Eye test at Titan Eye Plus,Health & Wellness,PQ6YTRX52LV,30-09-2024,00:30:49
Bought herbal supplements,Health & Wellness,QW4PLMZ83XY,05-12-2024,17:44:55
Emergency visit to Fortis Hospital,Health & Wellness,RJ7YTRX74PL,30-04-2024,07:55:50
Physiotherapy session at Nightingale Clinic,Health & Wellness,SZ9PLMZ52TW,05-02-2025,00:05:33
Joined a yoga class in Rishikesh,Health & Wellness,TX3YTRX81VP,13-11-2024,09:37:03
Ayurvedic Panchakarma therapy,Health & Wellness,UQ6PLMZ42XL,03-12-2024,19:02:40
Purchased homeopathic medicines,Health & Wellness,VX8YTRX93WP,15-12-2024,16:50:06
MRI scan at AIIMS,Health & Wellness,WZ5PLMZ61KQ,21-09-2024,15:01:40
Blood sugar test at Pathology Lab,Health & Wellness,XQ7YTRX52PL,16-07-2024,11:55:01
Annual dental cleaning at Smile Dental,Health & Wellness,YW3PLMZ83TW,10-08-2024,12:15:49
Bought ayurvedic pain relief oil,Health & Wellness,ZZ9YTRX72LP,02-11-2024,12:43:38
Allergy test at Dr. Lal PathLabs,Health & Wellness,A3PLMZ61YWX,30-12-2024,03:18:01
Attended stress management workshop,Health & Wellness,BQ7YTRX52VP,21-01-2025,17:42:51
Home nursing service for post-surgery care,Health & Wellness,CZ5PLMZ83WX,16-06-2024,16:01:04
Took Covid-19 vaccine booster shot,Health & Wellness,DZ7YTRX93PL,04-12-2024,03:19:46
Bought protein supplements,Health & Wellness,EQ9PLMZ82VL,30-12-2024,07:04:08
CT scan at Medanta Hospital,Health & Wellness,FQ6YTRX72PL,14-06-2024,16:52:04
Joined a meditation retreat,Health & Wellness,GZ7PLMZ91TW,21-11-2024,14:13:36
Bought weight loss supplements,Health & Wellness,HQ3YTRX52LP,18-07-2024,05:19:52
Emergency ambulance service,Health & Wellness,IZ9PLMZ63TW,18-05-2024,13:30:13
Ayurvedic consultation for digestion issues,Health & Wellness,JQ5YTRX83PL,19-12-2024,10:17:22
Blood pressure monitor purchase,Health & Wellness,KX8PLMZ52VP,17-01-2025,01:15:34
Enrolled in a marathon for fitness,Health & Wellness,LZ3YTRX92WL,04-04-2024,18:07:05
Attended a nutritionist consultation,Health & Wellness,MX9PLMZ71TW,02-04-2024,19:49:55
Ayurvedic therapy for joint pain,Health & Wellness,NX7YTRX52VL,21-08-2024,06:28:48
Medical checkup for work visa,Health & Wellness,OQ6PLMZ83WX,10-10-2024,23:23:27
Bought a digital thermometer,Health & Wellness,PQ7YTRX72PL,30-03-2024,23:01:25
Homeopathy treatment for allergies,Health & Wellness,QX9PLMZ63TW,10-03-2024,11:22:51
Attended laughter yoga session,Health & Wellness,RQ5YTRX92LP,12-01-2025,02:41:49
Bought a massage chair for back pain,Health & Wellness,SX3PLMZ81TW,07-04-2024,23:57:38
Vision therapy for eye strain,Health & Wellness,TX9YTRX71VL,30-08-2024,15:48:06
Ayurvedic detox therapy,Health & Wellness,UQ7PLMZ52PL,11-05-2024,12:57:03
30-day gym membership renewal,Health & Wellness,VX5YTRX83WP,07-06-2024,19:06:46
Acupuncture session for stress relief,Health & Wellness,WQ9PLMZ92WL,02-12-2024,10:14:18
Purchased Ayurvedic herbal tea,Health & Wellness,YX5PLMZ73WL,28-02-2024,04:37:50
Blood donation at Red Cross India,Health & Wellness,ZQ7YTRX91PL,08-10-2024,05:15:28
Bought calcium and vitamin D supplements,Health & Wellness,A9PLMZ62XT,19-06-2024,05:33:40
Physiotherapy for knee pain,Health & Wellness,BQ3YTRX51VP,07-08-2024,08:46:54
Laser eye surgery at Sankara Nethralaya,Health & Wellness,C7PLMZ83WL,11-11-2024,19:07:24
Health insurance premium payment,Health & Wellness,DQ5YTRX72PL,10-09-2024,09:26:49
Acupressure therapy session,Health & Wellness,EX9PLMZ61WX,07-03-2024,08:21:33
Homeopathy treatment for migraine,Health & Wellness,FQ7YTRX92PL,07-09-2024,12:19:08
Bought ORS and electrolyte powders,Health & Wellness,G3PLMZ52TW,06-03-2024,10:10:49
Ayurveda consultation for weight loss,Health & Wellness,HX9YTRX73VP,06-08-2024,02:06:51
Oxygen cylinder rental for home use,Health & Wellness,IQ5PLMZ62PL,10-04-2024,00:26:22
Health supplements from Himalaya Wellness,Health & Wellness,JQ7YTRX51WP,12-02-2024,15:34:04
Joined a Zumba dance fitness class,Health & Wellness,K3PLMZ82XL,19-12-2024,23:56:05
Annual thyroid test at Thyrocare,Health & Wellness,LQ9YTRX63PL,06-08-2024,06:03:07
Covid-19 RT-PCR test for travel,Health & Wellness,M7PLMZ91TW,15-02-2024,04:44:10
Traditional Ayurvedic body massage,Health & Wellness,NQ5YTRX82LP,17-05-2024,12:03:07
Hydrotherapy session at wellness spa,Health & Wellness,OX9PLMZ71WP,19-11-2024,19:53:07
Consultation with orthopedic specialist,Health & Wellness,PQ7YTRX63VL,03-01-2025,23:35:18
Monthly diabetic check-up,Health & Wellness,Q3PLMZ52XL,02-05-2024,02:22:12
Naturopathy treatment for arthritis,Health & Wellness,RX9YTRX82PL,15-07-2024,01:06:18
Postnatal care checkup at Motherhood Clinic,Health & Wellness,SQ5PLMZ71TW,30-03-2024,06:51:36
Herbal hair and skin treatment,Health & Wellness,TQ7YTRX92PL,13-04-2024,07:58:37
Knee replacement surgery,Health & Wellness,U3PLMZ63VP,08-06-2024,15:14:53
Emergency dental surgery,Health & Wellness,VX9YTRX81WL,20-03-2024,06:31:58
Online mental health therapy session,Health & Wellness,WQ5PLMZ52WP,12-03-2024,12:33:14
Regular check-up for hypertension,Health & Wellness,XQ7YTRX71PL,09-04-2024,02:38:55
Prenatal yoga class for expecting mothers,Health & Wellness,Y3PLMZ92XL,18-10-2024,15:23:23
Ayurveda retreat in Kerala,Health & Wellness,ZZ9YTRX83WP,24-02-2024,20:56:42
Medicated foot care for diabetics,Health & Wellness,A7PLMZ61TW,02-09-2024,21:38:01
Purchased Dolo 650 for fever,Health & Wellness,YX5PLMZ73WL,21-07-2024,07:44:24
Bought Crocin Advance for headache,Health & Wellness,ZQ7YTRX91PL,26-08-2024,06:15:05
Bought Azithromycin 500mg for infection,Health & Wellness,A9PLMZ62XT,29-02-2024,14:48:26
Purchased Cetirizine for allergy relief,Health & Wellness,BQ3YTRX51VP,21-01-2025,07:55:07
Bought ORS sachets for dehydration,Health & Wellness,C7PLMZ83WL,01-02-2025,07:59:31
Purchased Metformin 500mg for diabetes,Health & Wellness,DQ5YTRX72PL,25-12-2024,02:56:16
Monthly refill of Thyronorm 50mcg,Health & Wellness,EX9PLMZ61WX,12-12-2024,23:36:20
Consultation at Apollo Hospital,Health & Wellness,FQ7YTRX92PL,06-07-2024,15:11:44
Bought Disprin for migraine,Health & Wellness,G3PLMZ52TW,25-12-2024,00:47:45
Purchased Zandu Balm for headache,Health & Wellness,HX9YTRX73VP,12-06-2024,11:36:06
Purchased Pantoprazole 40mg for acidity,Health & Wellness,IQ5PLMZ62PL,06-05-2024,22:35:59
Bought Himalaya Liv.52 for liver health,Health & Wellness,JQ7YTRX51WP,09-05-2024,21:45:27
Bought Volini spray for muscle pain,Health & Wellness,K3PLMZ82XL,11-11-2024,18:16:38
Annual blood test at Dr. Lal PathLabs,Health & Wellness,LQ9YTRX63PL,10-08-2024,00:36:11
Purchased Benadryl syrup for cold,Health & Wellness,M7PLMZ91TW,31-05-2024,13:02:38
Ordered Amrutanjan pain relief balm,Health & Wellness,NQ5YTRX82LP,31-05-2024,16:01:44
Consultation with a cardiologist,Health & Wellness,OX9PLMZ71WP,02-03-2024,22:37:56
Monthly supply of Insulin (Novorapid),Health & Wellness,PQ7YTRX63VL,08-08-2024,15:04:15
Purchased Combiflam for pain relief,Health & Wellness,Q3PLMZ52XL,23-08-2024,08:28:35
Consultation with homeopathy doctor,Health & Wellness,RX9YTRX82PL,29-04-2024,02:10:59
Bought Glucon-D energy drink,Health & Wellness,SQ5PLMZ71TW,20-12-2024,13:55:38
Online mental health therapy session,Health & Wellness,TQ7YTRX92PL,06-04-2024,23:04:03
Purchased Neurobion Forte for vitamins,Health & Wellness,U3PLMZ63VP,25-12-2024,08:01:19
Bought Ecosprin 75mg for heart health,Health & Wellness,VX9YTRX81WL,29-10-2024,13:43:20
Monthly BP checkup at Fortis Hospital,Health & Wellness,WQ5PLMZ52WP,14-08-2024,03:15:09
Purchased Calpol 500mg for fever,Health & Wellness,XQ7YTRX71PL,03-08-2024,17:07:06
Ayurvedic therapy at Patanjali Centre,Health & Wellness,Y3PLMZ92XL,28-02-2024,18:59:51
Bought Revital H multivitamins,Health & Wellness,ZZ9YTRX83WP,20-10-2024,10:28:19
Purchased Saridon for headache,Health & Wellness,A7PLMZ61TW,23-10-2024,20:47:44
Paid for an Uber ride to office,Transportation & Travel,TX5PLMZ73WL,30-05-2024,13:50:11
Paid for an Ola auto ride home,Transportation & Travel,UQ7YTRX91PL,19-08-2024,03:19:10
Booked Indigo flight to Mumbai,Transportation & Travel,V9PLMZ62XT,04-08-2024,11:36:36
Purchased Delhi Metro Card recharge,Transportation & Travel,WQ3YTRX51VP,06-05-2024,06:49:12
Paid Chennai suburban train ticket,Transportation & Travel,X7PLMZ83WL,24-05-2024,20:10:03
Bought FASTag recharge for car,Transportation & Travel,YQ5YTRX72PL,20-11-2024,01:55:57
Paid for bike rental (Bounce),Transportation & Travel,Z9PLMZ61WX,20-12-2024,10:42:29
Hired a driver for outstation travel,Transportation & Travel,A3YTRX92PL,30-08-2024,18:18:20
Paid for Bangalore BMTC bus ticket,Transportation & Travel,B7PLMZ52TW,02-11-2024,05:04:01
Bought petrol at Indian Oil pump,Transportation & Travel,CQ9YTRX73VP,16-04-2024,02:01:41
Paid toll tax at NH48,Transportation & Travel,D5PLMZ62PL,24-06-2024,10:05:18
Booked Goa vacation package,Transportation & Travel,E7YTRX51WP,26-06-2024,16:16:35
Purchased train ticket to Jaipur (IRCTC),Transportation & Travel,F3PLMZ82XL,08-04-2024,10:58:21
Auto fare to Bangalore airport,Transportation & Travel,GQ9YTRX63PL,22-09-2024,04:56:59
Paid for Chennai MTC bus pass,Transportation & Travel,H7PLMZ91TW,15-06-2024,23:32:10
Recharged Mumbai BEST bus card,Transportation & Travel,IQ5YTRX82LP,17-01-2025,10:54:28
Paid for Hyderabad Metro ride,Transportation & Travel,JX9PLMZ71WP,21-12-2024,18:54:13
Purchased helmet for bike safety,Transportation & Travel,KQ7YTRX63VL,12-03-2024,20:34:01
Took a rickshaw ride in Delhi,Transportation & Travel,L3PLMZ52XL,24-11-2024,21:52:06
Prepaid auto fare in Kochi,Transportation & Travel,MQ9YTRX82PL,19-09-2024,05:19:15
Flight Delhi to Kolkata (Air India),Transportation & Travel,N5PLMZ71TW,29-07-2024,14:03:36
Rented a Zoomcar for weekend trip,Transportation & Travel,OQ7YTRX92PL,19-12-2024,07:28:24
Paid for diesel refill for SUV,Transportation & Travel,P3PLMZ63VP,05-02-2025,01:50:12
Bought flight tickets for Diwali trip,Transportation & Travel,QQ9YTRX81WL,27-06-2024,10:10:12
Hired a cab for corporate meeting,Transportation & Travel,RQ5PLMZ52WP,04-09-2024,07:39:31
Paid for Kerala backwaters boat ride,Transportation & Travel,SQ7YTRX71PL,14-05-2024,15:01:49
Took a Himalayan trek package,Transportation & Travel,T3PLMZ92XL,12-08-2024,20:45:11
Monthly bus pass renewal,Transportation & Travel,UQ9YTRX83WP,13-11-2024,22:16:24
Paid for Haridwar Ganga boat ride,Transportation & Travel,V7PLMZ61TW,22-04-2024,11:51:31
Paid for an Uber ride to office,Transportation & Travel,TX5PLMZ73WL,13-07-2024,11:24:22
Paid for an Ola auto ride home,Transportation & Travel,UQ7YTRX91PL,29-01-2025,18:59:02
Booked Indigo flight to Mumbai,Transportation & Travel,V9PLMZ62XT,15-03-2024,05:13:43
Purchased Delhi Metro Card recharge,Transportation & Travel,WQ3YTRX51VP,29-03-2024,01:53:14
Paid Chennai suburban train ticket,Transportation & Travel,X7PLMZ83WL,15-05-2024,02:02:34
Bought FASTag recharge for car,Transportation & Travel,YQ5YTRX72PL,13-06-2024,19:17:02
Paid for bike rental (Bounce),Transportation & Travel,Z9PLMZ61WX,28-07-2024,23:47:37
Hired a driver for outstation travel,Transportation & Travel,A3YTRX92PL,20-01-2025,04:18:27
Paid for Bangalore BMTC bus ticket,Transportation & Travel,B7PLMZ52TW,25-09-2024,19:24:59
Bought petrol at Indian Oil pump,Transportation & Travel,CQ9YTRX73VP,19-06-2024,12:39:29
Paid toll tax at NH48,Transportation & Travel,D5PLMZ62PL,08-02-2025,06:41:26
Booked Goa vacation package,Transportation & Travel,E7YTRX51WP,15-07-2024,17:03:52
Purchased train ticket to Jaipur (IRCTC),Transportation & Travel,F3PLMZ82XL,24-01-2025,05:13:13
Auto fare to Bangalore airport,Transportation & Travel,GQ9YTRX63PL,23-03-2024,02:27:58
Paid for Chennai MTC bus pass,Transportation & Travel,H7PLMZ91TW,15-10-2024,22:54:30
Recharged Mumbai BEST bus card,Transportation & Travel,IQ5YTRX82LP,07-02-2025,03:31:19
Paid for Hyderabad Metro ride,Transportation & Travel,JX9PLMZ71WP,22-08-2024,20:41:40
Purchased helmet for bike safety,Transportation & Travel,KQ7YTRX63VL,10-08-2024,04:58:47
Took a rickshaw ride in Delhi,Transportation & Travel,L3PLMZ52XL,17-04-2024,16:14:13
Prepaid auto fare in Kochi,Transportation & Travel,MQ9YTRX82PL,21-12-2024,16:51:08
Flight Delhi to Kolkata (Air India),Transportation & Travel,N5PLMZ71TW,21-10-2024,19:01:34
Rented a Zoomcar for weekend trip,Transportation & Travel,OQ7YTRX92PL,21-10-2024,19:02:53
Paid for diesel refill for SUV,Transportation & Travel,P3PLMZ63VP,13-07-2024,19:39:59
Bought flight tickets for Diwali trip,Transportation & Travel,QQ9YTRX81WL,04-01-2025,01:40:24
Hired a cab for corporate meeting,Transportation & Travel,RQ5PLMZ52WP,16-09-2024,22:29:38
Paid for Kerala backwaters boat ride,Transportation & Travel,SQ7YTRX71PL,02-04-2024,18:42:01
Took a Himalayan trek package,Transportation & Travel,T3PLMZ92XL,16-02-2024,14:12:08
Monthly bus pass renewal,Transportation & Travel,UQ9YTRX83WP,20-04-2024,09:26:15
Paid for Haridwar Ganga boat ride,Transportation & Travel,V7PLMZ61TW,03-01-2025,00:57:38
Booked a bike tour in Ladakh,Transportation & Travel,WX9YTRX82PL,30-04-2024,09:44:23
Bought AC chair car ticket to Lucknow,Transportation & Travel,X5PLMZ73WP,09-07-2024,03:08:36
Paid for ferry ride in Mumbai,Transportation & Travel,YQ7YTRX63WL,18-08-2024,13:46:48
Pre-booked Ganga river rafting adventure,Transportation & Travel,Z3PLMZ92XL,09-09-2024,16:47:39
Took a Shatabdi Express train to Delhi,Transportation & Travel,A9YTRX81PL,15-01-2025,21:29:35
Paid for roadside car assistance service,Transportation & Travel,BQ5PLMZ71WP,10-02-2024,10:25:34
Purchased flight tickets to Andaman,Transportation & Travel,CQ7YTRX92PL,01-04-2024,11:40:14
Hired a tempo traveler for family trip,Transportation & Travel,D3PLMZ52XL,25-02-2024,00:21:55
Paid school tuition fees,Education & Learning,TX9PLMZ83WL,21-06-2024,13:51:57
